País,Ano,Litros,Valor,TempAr,Precipitacao,Inflação,PIB_Brasil_Trilhoes,PIB_RS_Trilhoes,USD BRL,ValorPorLitro
Filipinas,2023,94.0,334.0,18.4,0.8,4.62,10.9,0.64,4.96335,3.55
Estônia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Estados Unidos,2023,229839.0,429091.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.87
Espanha,2023,180.0,4171.0,18.4,0.8,4.62,10.9,0.64,4.96335,23.17
Comores,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Congo,2023,17100.0,26600.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.56
"Coreia, Republica Sul",2023,25.0,171.0,18.4,0.8,4.62,10.9,0.64,4.96335,6.84
Costa do Marfim,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Costa Rica,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Croácia,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Cingapura,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Cuba,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Dinamarca,2023,1734.0,15261.0,18.4,0.8,4.62,10.9,0.64,4.96335,8.8
Dominica,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
El Salvador,2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Emirados Arabes Unidos,2023,1417.0,6762.0,18.4,0.8,4.62,10.9,0.64,4.96335,4.77
Equador,2023,2790.0,4392.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.57
"Eslovaca, Republica",2023,0.0,0.0,18.4,0.8,4.62,10.9,0.64,4.96335,
Curaçao,2023,25135.0,40807.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.62
Vietnã,2023,72.0,128.0,18.4,0.8,4.62,10.9,0.64,4.96335,1.78
